,CountyID,weighted_fatality,Population,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
0,84017001,0.03,65435,7786.764999999999,8571.985,8899.16,8833.725,8310.245,8637.42,7459.59,4384.145,2551.965
1,84017003,0.03,5761,685.559,754.691,783.4960000000001,777.735,731.647,760.452,656.754,385.987,224.679
2,84017005,0.03,16426,1954.694,2151.806,2233.936,2217.51,2086.102,2168.232,1872.564,1100.5420000000001,640.614
3,84017007,0.03,53544,6371.736,7014.264,7281.984,7228.4400000000005,6800.088,7067.808,6104.0160000000005,3587.4480000000003,2088.216
4,84017009,0.03,6578,782.7819999999999,861.7180000000001,894.6080000000001,888.0300000000001,835.4060000000001,868.296,749.892,440.726,256.542
5,84017011,0.03,32628,3882.732,4274.268,4437.408,4404.780000000001,4143.756,4306.896000000001,3719.592,2186.076,1272.492
6,84017013,0.03,4739,563.941,620.809,644.504,639.765,601.853,625.548,540.246,317.51300000000003,184.821
7,84017015,0.03,14305,1702.2949999999998,1873.9550000000002,1945.4800000000002,1931.1750000000002,1816.7350000000001,1888.26,1630.77,958.4350000000001,557.895
8,84017017,0.03,12147,1445.493,1591.257,1651.9920000000002,1639.845,1542.669,1603.404,1384.758,813.849,473.733
9,84017019,0.03,209689,24952.990999999998,27469.259000000002,28517.704,28308.015000000003,26630.503,27678.948,23904.546000000002,14049.163,8177.871
10,84017021,0.03,32304,3844.176,4231.8240000000005,4393.344,4361.04,4102.608,4264.128000000001,3682.656,2164.368,1259.856
11,84017023,0.03,15441,1837.4789999999998,2022.7710000000002,2099.976,2084.5350000000003,1961.007,2038.212,1760.2740000000001,1034.547,602.199
12,84017025,0.03,13184,1568.896,1727.104,1793.0240000000001,1779.8400000000001,1674.368,1740.288,1502.976,883.3280000000001,514.176
13,84017027,0.03,37562,4469.878,4920.622,5108.432000000001,5070.87,4770.374,4958.184,4282.068,2516.654,1464.918
14,84017029,0.03,50621,6023.898999999999,6631.351000000001,6884.456,6833.835,6428.867,6681.972000000001,5770.794,3391.6070000000004,1974.219
15,84017031,0.03,5150233,612877.727,674680.523,700431.6880000001,695281.4550000001,654079.591,679830.756,587126.562,345065.61100000003,200859.087
16,84017033,0.03,18667,2221.373,2445.377,2538.712,2520.045,2370.709,2464.0440000000003,2128.038,1250.689,728.013
17,84017035,0.03,10766,1281.154,1410.346,1464.1760000000002,1453.41,1367.282,1421.112,1227.324,721.322,419.874
18,84017037,0.03,104897,12482.742999999999,13741.507000000001,14265.992,14161.095000000001,13321.919,13846.404,11958.258,7028.099,4090.983
19,84017039,0.03,15638,1860.922,2048.578,2126.768,2111.13,1986.026,2064.216,1782.732,1047.746,609.882
20,84017041,0.03,19465,2316.335,2549.915,2647.2400000000002,2627.775,2472.055,2569.38,2219.01,1304.155,759.135
21,84017043,0.03,922921,109827.599,120902.651,125517.25600000001,124594.335,117210.967,121825.572,105212.994,61835.707,35993.919
22,84017045,0.03,17161,2042.1589999999999,2248.091,2333.896,2316.735,2179.447,2265.252,1956.354,1149.787,669.279
23,84017047,0.03,6395,761.005,837.745,869.72,863.325,812.165,844.14,729.03,428.46500000000003,249.405
24,84017049,0.03,34008,4046.9519999999998,4455.048,4625.088000000001,4591.08,4319.016,4489.0560000000005,3876.9120000000003,2278.536,1326.312
25,84017051,0.03,21336,2538.984,2795.016,2901.6960000000004,2880.36,2709.672,2816.3520000000003,2432.304,1429.5120000000002,832.104
26,84017053,0.03,12961,1542.359,1697.891,1762.6960000000001,1749.7350000000001,1646.047,1710.852,1477.554,868.3870000000001,505.479
27,84017055,0.03,38469,4577.811,5039.439,5231.784000000001,5193.3150000000005,4885.563,5077.908,4385.466,2577.4230000000002,1500.291
28,84017057,0.03,34340,4086.46,4498.54,4670.240000000001,4635.900000000001,4361.18,4532.88,3914.76,2300.78,1339.26
29,84017059,0.03,4828,574.5319999999999,632.4680000000001,656.6080000000001,651.7800000000001,613.1560000000001,637.296,550.392,323.476,188.292
30,84017061,0.03,12969,1543.311,1698.939,1763.784,1750.815,1647.063,1711.9080000000001,1478.4660000000001,868.923,505.791
31,84017063,0.03,51054,6075.4259999999995,6688.0740000000005,6943.344,6892.290000000001,6483.858,6739.128000000001,5820.156,3420.6180000000004,1991.106
32,84017065,0.03,8116,965.804,1063.1960000000001,1103.776,1095.66,1030.732,1071.3120000000001,925.224,543.772,316.524
33,84017067,0.03,17708,2107.252,2319.748,2408.288,2390.5800000000004,2248.916,2337.456,2018.712,1186.4360000000001,690.612
34,84017069,0.03,3821,454.69899999999996,500.55100000000004,519.6560000000001,515.835,485.267,504.372,435.594,256.007,149.019
35,84017071,0.03,6646,790.8739999999999,870.6260000000001,903.8560000000001,897.21,844.042,877.272,757.644,445.28200000000004,259.194
36,84017073,0.03,48913,5820.647,6407.603,6652.168000000001,6603.255,6211.951,6456.5160000000005,5576.082,3277.1710000000003,1907.607
37,84017075,0.03,27114,3226.566,3551.934,3687.5040000000004,3660.3900000000003,3443.478,3579.0480000000002,3090.996,1816.6380000000001,1057.446
38,84017077,0.03,56750,6753.25,7434.25,7718.000000000001,7661.250000000001,7207.25,7491.0,6469.5,3802.25,2213.25
39,84017079,0.03,9610,1143.59,1258.91,1306.96,1297.3500000000001,1220.47,1268.52,1095.54,643.87,374.79
40,84017081,0.03,37684,4484.396,4936.604,5125.024,5087.34,4785.868,4974.2880000000005,4295.976000000001,2524.828,1469.676
41,84017083,0.03,21773,2590.987,2852.263,2961.128,2939.355,2765.171,2874.036,2482.1220000000003,1458.7910000000002,849.147
42,84017085,0.03,21235,2526.9649999999997,2781.7850000000003,2887.96,2866.7250000000004,2696.8450000000003,2803.02,2420.79,1422.7450000000001,828.165
43,84017087,0.03,12417,1477.623,1626.627,1688.7120000000002,1676.295,1576.959,1639.044,1415.538,831.9390000000001,484.263
44,84017089,0.03,532403,63355.956999999995,69744.793,72406.808,71874.405,67615.181,70277.196,60693.942,35671.001000000004,20763.717
45,84017091,0.03,109862,13073.578,14391.922,14941.232000000002,14831.37,13952.474,14501.784000000001,12524.268,7360.754000000001,4284.618
46,84017093,0.03,128990,15349.81,16897.690000000002,17542.640000000003,17413.65,16381.73,17026.68,14704.86,8642.33,5030.61
47,84017095,0.03,49699,5914.181,6510.569,6759.064,6709.365000000001,6311.773,6560.268,5665.686000000001,3329.833,1938.261
48,84017097,0.03,696535,82887.665,91246.085,94728.76000000001,94032.225,88459.945,91942.62000000001,79404.99,46667.845,27164.865
49,84017099,0.03,108669,12931.610999999999,14235.639000000001,14778.984,14670.315,13800.963,14344.308,12388.266,7280.823,4238.091
50,84017101,0.03,15678,1865.682,2053.818,2132.208,2116.53,1991.106,2069.496,1787.2920000000001,1050.4260000000002,611.442
51,84017103,0.03,34096,4057.424,4466.576,4637.0560000000005,4602.96,4330.192,4500.6720000000005,3886.944,2284.4320000000002,1329.744
52,84017105,0.03,35648,4242.112,4669.888,4848.128000000001,4812.4800000000005,4527.296,4705.536,4063.8720000000003,2388.416,1390.272
53,84017107,0.03,28618,3405.542,3748.958,3892.0480000000002,3863.4300000000003,3634.486,3777.576,3262.452,1917.4060000000002,1116.102
54,84017109,0.03,29682,3532.158,3888.342,4036.7520000000004,4007.07,3769.614,3918.0240000000003,3383.748,1988.6940000000002,1157.598
55,84017111,0.03,307774,36625.106,40318.394,41857.264,41549.490000000005,39087.298,40626.168000000005,35086.236000000004,20620.858,12003.186
56,84017113,0.03,171517,20410.522999999997,22468.727000000003,23326.312,23154.795000000002,21782.659,22640.244000000002,19552.938000000002,11491.639000000001,6689.163
57,84017115,0.03,104009,12377.071,13625.179,14145.224,14041.215,13209.143,13729.188,11857.026,6968.603,4056.351
58,84017117,0.03,44926,5346.1939999999995,5885.3060000000005,6109.936000000001,6065.01,5705.602,5930.232,5121.564,3010.0420000000004,1752.114
59,84017119,0.03,262966,31292.953999999998,34448.546,35763.376000000004,35500.41,33396.682,34711.512,29978.124,17618.722,10255.674
60,84017121,0.03,37205,4427.3949999999995,4873.8550000000005,5059.88,5022.675,4725.035,4911.06,4241.37,2492.735,1450.995
61,84017123,0.03,11438,1361.1219999999998,1498.3780000000002,1555.5680000000002,1544.13,1452.626,1509.816,1303.932,766.346,446.082
62,84017125,0.03,13359,1589.721,1750.029,1816.824,1803.4650000000001,1696.593,1763.3880000000001,1522.9260000000002,895.053,521.001
63,84017127,0.03,13772,1638.868,1804.132,1872.9920000000002,1859.22,1749.044,1817.904,1570.008,922.724,537.108
64,84017129,0.03,12196,1451.3239999999998,1597.6760000000002,1658.6560000000002,1646.46,1548.892,1609.872,1390.344,817.1320000000001,475.644
65,84017131,0.03,15437,1837.003,2022.247,2099.4320000000002,2083.9950000000003,1960.499,2037.6840000000002,1759.818,1034.279,602.043
66,84017133,0.03,34637,4121.803,4537.447,4710.6320000000005,4675.995,4398.899,4572.084,3948.618,2320.679,1350.843
67,84017135,0.03,28414,3381.2659999999996,3722.2340000000004,3864.304,3835.8900000000003,3608.578,3750.648,3239.196,1903.738,1108.146
68,84017137,0.03,33658,4005.3019999999997,4409.198,4577.488,4543.83,4274.566,4442.856,3837.012,2255.0860000000002,1312.662
69,84017139,0.03,14501,1725.619,1899.631,1972.1360000000002,1957.6350000000002,1841.627,1914.132,1653.114,971.567,565.539
70,84017141,0.03,50643,6026.517,6634.233,6887.448,6836.805,6431.661,6684.876,5773.302000000001,3393.081,1975.077
71,84017143,0.03,179179,21322.301,23472.449,24368.344,24189.165,22755.733,23651.628,20426.406,12004.993,6987.981
72,84017145,0.03,20916,2489.004,2739.996,2844.576,2823.6600000000003,2656.332,2760.9120000000003,2384.424,1401.372,815.724
73,84017147,0.03,16344,1944.936,2141.0640000000003,2222.784,2206.44,2075.688,2157.408,1863.2160000000001,1095.048,637.416
74,84017149,0.03,15561,1851.759,2038.491,2116.2960000000003,2100.735,1976.247,2054.052,1773.954,1042.587,606.879
75,84017151,0.03,4177,497.063,547.187,568.072,563.895,530.479,551.364,476.178,279.85900000000004,162.903
76,84017153,0.03,5335,634.865,698.885,725.5600000000001,720.225,677.545,704.22,608.19,357.445,208.065
77,84017155,0.03,5739,682.9409999999999,751.8090000000001,780.504,774.7650000000001,728.8530000000001,757.548,654.246,384.51300000000003,223.821
78,84017157,0.03,31782,3782.058,4163.442,4322.352,4290.570000000001,4036.314,4195.224,3623.148,2129.3940000000002,1239.498
79,84017159,0.03,15513,1846.047,2032.203,2109.768,2094.255,1970.151,2047.7160000000001,1768.482,1039.371,605.007
80,84017161,0.03,141879,16883.601,18586.149,19295.544,19153.665,18018.633,18728.028000000002,16174.206,9505.893,5533.281
81,84017163,0.03,259686,30902.634,34018.866,35317.296,35057.61,32980.122,34278.552,29604.204,17398.962,10127.754
82,84017165,0.03,23491,2795.429,3077.321,3194.7760000000003,3171.2850000000003,2983.357,3100.8120000000004,2677.974,1573.8970000000002,916.149
83,84017167,0.03,194672,23165.968,25502.032,26475.392000000003,26280.72,24723.344,25696.704,22192.608,13043.024000000001,7592.208
84,84017169,0.03,6768,805.3919999999999,886.6080000000001,920.4480000000001,913.6800000000001,859.5360000000001,893.3760000000001,771.552,453.456,263.952
85,84017171,0.03,4951,589.169,648.581,673.336,668.385,628.777,653.532,564.414,331.71700000000004,193.089
86,84017173,0.03,21634,2574.446,2834.054,2942.224,2920.59,2747.518,2855.688,2466.2760000000003,1449.478,843.726
87,84017175,0.03,5342,635.698,699.802,726.5120000000001,721.1700000000001,678.434,705.144,608.988,357.91400000000004,208.338
88,84017177,0.03,44498,5295.262,5829.238,6051.728,6007.2300000000005,5651.246,5873.736,5072.772,2981.366,1735.422
89,84017179,0.03,131803,15684.556999999999,17266.193,17925.208000000002,17793.405000000002,16738.981,17397.996,15025.542000000001,8830.801000000001,5140.317
90,84017181,0.03,16653,1981.7069999999999,2181.543,2264.808,2248.155,2114.931,2198.196,1898.442,1115.751,649.467
91,84017183,0.03,75758,9015.202,9924.298,10303.088000000002,10227.33,9621.266,10000.056,8636.412,5075.786,2954.562
92,84017185,0.03,11520,1370.8799999999999,1509.1200000000001,1566.72,1555.2,1463.04,1520.64,1313.28,771.84,449.28
93,84017187,0.03,16844,2004.436,2206.5640000000003,2290.784,2273.94,2139.188,2223.408,1920.2160000000001,1128.548,656.916
94,84017189,0.03,13887,1652.5529999999999,1819.1970000000001,1888.632,1874.7450000000001,1763.6490000000001,1833.084,1583.1180000000002,930.4290000000001,541.593
95,84017191,0.03,16215,1929.5849999999998,2124.165,2205.2400000000002,2189.025,2059.305,2140.38,1848.51,1086.405,632.385
96,84017193,0.03,13537,1610.903,1773.347,1841.0320000000002,1827.4950000000001,1719.199,1786.884,1543.218,906.979,527.943
97,84017195,0.03,55175,6565.825,7227.925,7503.8,7448.625000000001,7007.225,7283.1,6289.95,3696.7250000000004,2151.825
98,84017197,0.03,690743,82198.417,90487.333,93941.04800000001,93250.30500000001,87724.361,91178.076,78744.702,46279.781,26938.977
99,84017199,0.03,66597,7925.043,8724.207,9057.192000000001,8990.595000000001,8457.819,8790.804,7592.058,4461.999000000001,2597.283
100,84017201,0.03,282572,33626.068,37016.932,38429.792,38147.22,35886.644,37299.504,32213.208000000002,18932.324,11020.307999999999
101,84017203,0.03,38459,4576.621,5038.129,5230.424,5191.965,4884.293,5076.588000000001,4384.326,2576.753,1499.901
